ano,nome,instituicao_ensino_aluno,idade_aluno,anos_pm,ponto_virada,inde,inde_conceito,pedra,destaque_ieg,destaque_ida,destaque_ipv,iaa,ieg,ips,ida,ipp,ipv,ian,fase,turma,sinalizador_ingressante,rec_ava_1,rec_ava_2,rec_ava_3,rec_ava_4,defasagem,fase_ideal,ano_ingresso,bolsista,cg,cf,ct,nota_port,nota_mat,nota_ing,qtd_aval,indicado_bolsa
2022,aluno1170,,,,0.0,6.281145375891421,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,6.009891879457097,7.5,4.75,5.625,6.833325,5.0,Fase 1,H,,Mantido na Fase atual,Promovido de Fase,,,,Fase 2 ,2019,0.0,691.0,167.0,7.0,4.333333333333333,5.166666666666667,,2,0.0
2021,aluno537,Escola Pública,,,0.0,4.808,,Quartzo,,,,6.3,4.2,7.5,3.4,5.0,4.6,5.0,ALFA,M,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,-1.0,Fase 1 ,,,,,,,,,,
2020,aluno467,Escola Pública,13,1,0.0,6.622917999999999,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,7.5,6.875,3.75,7.1875,7.58333,5.0,Fase 2,M,,,,,,,,,,,,,,,,,
2021,aluno1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1285,Escola Pública,,,1.0,8.407,,Topázio,,,,9.0,10.0,7.5,5.9,7.7,9.1,10.0,Fase 1,J,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,Fase 1 ,,,,,,,,,,
2020,aluno228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno91,,,,0.0,7.412884468772608,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,7.918575677196368,7.5,7.916666666666667,6.458333333333334,7.500003333333334,5.0,Fase 2,F,,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,,Fase 3 ,2018,0.0,350.0,51.0,7.0,6.5,9.333333333333334,,3,0.0
2021,aluno1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno879,,,,0.0,6.625001666666667,,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.833333333333332,5.0,5.5,3.75,7.166665,5.0,Fase 1,G,,Mantido na Fase atual,Promovido de Fase,,,,Fase 2 ,2022,0.0,617.0,149.0,7.0,6.0,5.0,,2,0.0
2022,aluno357,,,,0.0,6.361110611111111,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.694444444444445,7.5,5.111111111111111,7.5,6.4166575,5.0,Fase 3,K,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 4 ,2021,0.0,666.0,88.0,14.0,5.0,6.833333333333333,3.5,4,0.0
2021,aluno609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno872,,,,0.0,5.526750312169312,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,5.727513227513228,5.625,4.333333333333333,7.1875,5.12499,5.0,Fase 3,K,,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Fase 4 ,2017,0.0,788.0,118.0,16.0,3.666666666666667,6.0,3.333333333333333,4,0.0
2022,aluno1271,,,,0.0,7.429167666666666,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,7.604166666666666,7.5,5.166666666666667,7.5,7.291665,10.0,Fase 3,F,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Fase 3 ,2022,0.0,343.0,39.0,8.0,4.0,5.5,6.0,4,0.0
2021,aluno907,Escola Pública,,,0.0,5.364,,Quartzo,,,,0.0,3.8,7.5,3.1,7.3,7.6,10.0,Fase 2,P,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,Fase 2 ,,,,,,,,,,
2021,aluno1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno932,Escola Pública,12,3,0.0,7.526252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,9.1,6.25,7.5,7.8125,7.5,5.0,Fase 2,D,,,,,,,,,,,,,,,,,
2020,aluno1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1093,Rede Decisão,,,0.0,7.225,,Ametista,,,,7.9,7.2,7.5,5.4,8.0,6.8,10.0,Fase 6,A,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,3.0,Fase 3 ,,,,,,,,,,
2022,aluno496,,,,0.0,7.860874682539682,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.58335,8.87797619047619,7.5,6.155555555555555,6.458333333333334,7.5,10.0,Fase 5,B,,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,,,Fase 3 ,2018,1.0,183.0,12.0,5.0,3.333333333333333,6.333333333333333,8.799999999999999,3,0.0
2021,aluno1010,Escola Pública,,,0.0,7.449,,Ametista,,,,8.0,10.0,7.5,5.2,7.5,8.1,5.0,Fase 1,B,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,-1.0,Fase 2 ,,,,,,,,,,
2020,aluno473,Escola Pública,10,2,0.0,7.809445333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,7.7,6.875,10.0,6.875,7.222216666666665,5.0,Fase 1,E,,,,,,,,,,,,,,,,,
2021,aluno23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno1207,,,,0.0,7.940280666666667,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,7.5,6.458333333333333,8.222226666666668,5.0,Fase 2,L,,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,,Fase 3 ,2022,0.0,159.0,21.0,5.0,10.0,5.0,,3,0.0
2022,aluno716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno227,Escola Pública,15,0,0.0,5.981250166666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,3.0,7.5,6.333333333333333,7.8125,6.0416625,5.0,Fase 3,L,,,,,,,,,,,,,,,,,
2022,aluno116,,,,0.0,7.913890666666667,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.333333333333332,7.5,5.75,6.25,7.61111,10.0,Fase 2,B,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,,Fase 2 ,2022,0.0,163.0,22.0,3.0,7.5,4.0,,3,0.0
2020,aluno859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno274,Escola Pública,,,0.0,6.88,,Ágata,,,,7.1,7.8,7.5,6.1,7.7,6.9,5.0,Fase 5,A,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,-2.0,Fase 7 ,,,,,,,,,,
2022,aluno161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno587,,,,0.0,6.433069783068783,,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.41668,7.915343915343915,5.625,5.75,5.625,6.666665,5.0,ALFA,D,,Mantido na Fase atual,Mantido na Fase atual,,,,Fase 1 ,2022,0.0,655.0,172.0,9.0,6.0,5.5,,2,0.0
2022,aluno508,,,,0.0,7.771092108287961,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,9.70961887477314,7.5,7.916666666666666,5.625,7.916665,5.0,ALFA,D,,Mantido na Fase atual,Mantido na Fase atual,,,,Fase 1 ,2022,0.0,212.0,56.0,4.0,8.0,7.833333333333333,,2,0.0
2021,aluno1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno307,,,,0.0,6.099999,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.41667,5.364583333333334,5.0,5.333333333333333,7.1875,5.999993333333334,10.0,Fase 3,N,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,,Fase 3 ,2022,0.0,708.0,98.0,10.0,4.333333333333333,3.333333333333333,8.333333333333334,3,0.0
2020,aluno103,Escola Pública,8,0,0.0,8.597919000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,8.5,7.8125,7.333335,10.0,ALFA,F,,,,,,,,,,,,,,,,,
2022,aluno787,,,,0.0,6.670710665501166,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.765005827505828,7.5,6.75,7.34375,5.9583375,5.0,Fase 5,K,,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,,Fase 7 ,2022,0.0,598.0,35.0,8.0,6.0,7.5,,4,1.0
2022,aluno1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno780,Escola Pública,12,0,0.0,8.103542166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.2,7.5,8.333333333333334,7.96875,6.6666625,10.0,Fase 3,M,,,,,,,,,,,,,,,,,
2021,aluno699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno540,Escola Pública,12,2,0.0,7.482502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.1,7.5,7.0,8.125,7.75,5.0,Fase 1,G,,,,,,,,,,,,,,,,,
2022,aluno1044,,,,0.0,7.282095689594356,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.447971781305114,7.5,7.316666666666666,5.625,7.58333,5.0,ALFA,F,,Promovido de Fase,Mantido na Fase atual,,,,Fase 1 ,2021,0.0,400.0,117.0,6.0,7.066666666666666,7.566666666666666,,2,0.0
2022,aluno1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno171,,,,0.0,7.304860777777779,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.255555555555556,7.5,7.633333333333333,7.1875,6.83333,5.0,Fase 4,A,,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,,Fase 5 ,2021,0.0,387.0,31.0,8.0,7.166666666666667,6.5,9.233333333333333,4,1.0
2022,aluno690,,,,0.0,7.401904937321937,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.686609686609684,7.5,6.5,5.3125,7.166655,5.0,ALFA,L,,Mantido na Fase atual,Mantido na Fase atual,,,,Fase 2 ,2021,0.0,361.0,109.0,9.0,6.333333333333333,6.666666666666667,,2,0.0
2022,aluno200,,,,0.0,6.874873274934217,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.10179526355997,7.5,5.611111111111112,7.65625,7.625,5.0,Fase 4,F,,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Fase 5 ,2016,0.0,530.0,45.0,10.0,4.666666666666667,7.166666666666667,5.0,4,0.0
2021,aluno219,Escola Pública,,,0.0,4.176,,Quartzo,,,,0.0,4.2,6.9,1.9,8.1,4.8,5.0,Fase 2,K,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,-1.0,Fase 3 ,,,,,,,,,,
2021,aluno900,Escola Pública,,,0.0,5.835,,Ágata,,,,7.9,5.6,7.5,5.4,7.3,4.4,5.0,Fase 3,D,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,-1.0,Fase 4 ,,,,,,,,,,
2020,aluno849,Escola Pública,10,0,0.0,7.857501333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91668,8.6,7.5,9.0,7.291666666666667,7.833333333333333,5.0,Fase 1,J,,,,,,,,,,,,,,,,,
2020,aluno1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1244,Escola Pública,,,0.0,7.389,,Ametista,,,,10.0,8.8,7.5,5.8,7.5,7.4,5.0,Fase 1,B,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,-1.0,Fase 2 ,,,,,,,,,,
2021,aluno1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno1227,,,,0.0,6.304434274042951,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,7.411064425770308,7.5,3.944444444444445,6.25,7.0416625,5.0,Fase 5,A,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,,Fase 7 ,2022,0.0,687.0,42.0,6.0,1.5,4.166666666666667,6.166666666666667,3,0.0
2022,aluno1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno354,Escola Pública,15,4,0.0,4.656042,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,3.4,4.375,0.0,7.96875,6.624995,5.0,Fase 4,F,,,,,,,,,,,,,,,,,
2022,aluno770,,,,1.0,8.464935044778892,,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.836817168338907,7.5,7.555555555555556,8.28125,8.458337499999999,10.0,Fase 3,C,,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Fase 3 ,2021,0.0,39.0,10.0,1.0,6.666666666666667,7.5,8.5,4,1.0
2022,aluno735,,,,0.0,6.820451258609487,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.41668,7.268924626380766,5.625,5.916666666666666,5.625,7.083325,10.0,ALFA,J,,Mantido na Fase atual,Mantido na Fase atual,,,,ALFA  ,2022,0.0,549.0,156.0,11.0,6.0,5.833333333333333,,2,0.0
2022,aluno830,,,,0.0,8.135882296296298,,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.58335,9.241898148148149,6.25,7.166666666666667,6.458333333333334,8.125005,10.0,Fase 5,B,,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,,,Fase 5 ,2017,1.0,103.0,9.0,3.0,4.5,8.0,9.0,3,0.0
2020,aluno947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1067,Escola Pública,,,1.0,8.544,,Topázio,,,,9.5,10.0,7.5,8.1,8.8,9.2,5.0,Fase 1,E,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,-1.0,Fase 2 ,,,,,,,,,,
2020,aluno876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,aluno1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,aluno561,,,,0.0,5.986962451914099,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,5.788982259570494,5.625,6.0,7.5,6.58333,2.5,Fase 3,I,,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 6 ,2019,0.0,730.0,104.0,4.0,5.0,6.666666666666667,6.333333333333333,4,0.0
2022,aluno21,,,,0.0,5.652385860342557,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,5.649085968379447,5.0,5.166666666666667,7.03125,6.222216666666668,2.5,Fase 3,N,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,,Fase 6 ,2022,0.0,771.0,114.0,13.0,5.0,6.166666666666667,4.333333333333333,3,0.0
2020,aluno700,Escola Pública,11,1,0.0,6.966111333333335,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,6.9,7.5,4.5,7.916666666666668,6.222213333333333,10.0,Fase 2,F,,,,,,,,,,,,,,,,,
2022,aluno836,,,,0.0,6.894444777777777,,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,7.638888888888888,7.5,6.0,5.0,7.333325,5.0,ALFA,O,,Mantido na Fase atual,Mantido na Fase atual,,,,Fase 2 ,2022,0.0,527.0,151.0,12.0,6.0,6.0,,2,0.0
2020,aluno341,FIAP,19,2,,9.096668,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,9.16668,10.0,7.5,9.2,0.0,0.0,10.0,Fase 8,A,,,,,,,,,,,,,,,,,
2020,aluno175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,aluno8,Rede Decisão/União,14,3,1.0,8.381390666666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.9,4.375,7.333333333333333,8.749999999999998,8.94445,10.0,Fase 4,L,,,,,,,,,,,,,,,,,
